Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.01     91.46     0.01                             blake2b_compress (blake2b-ref.c:206 @ 928d)
  0.01     91.47     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9319)
  0.01     91.48     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9395)
  0.01     91.49     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94ad)
  0.01     91.50     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94ec)
  0.01     91.51     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94f9)
  0.01     91.52     0.01                             blake2b_compress (blake2b-ref.c:208 @ 95e8)
  0.01     91.53     0.01                             blake2b_compress (blake2b-ref.c:208 @ 961b)
  0.01     91.54     0.01                             blake2b_compress (blake2b-ref.c:208 @ 964d)
  0.01     91.55     0.01                             blake2b_compress (blake2b-ref.c:208 @ 96b2)
  0.01     91.56     0.01                             blake2b_compress (blake2b-ref.c:208 @ 96d9)
  0.01     91.57     0.01                             blake2b_compress (blake2b-ref.c:208 @ 96f3)
  0.01     91.58     0.01                             blake2b_compress (blake2b-ref.c:209 @ 97b2)
  0.01     91.59     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9829)
  0.01     91.60     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9877)
  0.01     91.61     0.01                             blake2b_compress (blake2b-ref.c:209 @ 98ac)
  0.01     91.62     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9920)
  0.01     91.63     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9964)
  0.01     91.64     0.01                             blake2b_compress (blake2b-ref.c:210 @ 99db)
  0.01     91.65     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b5b)
  0.01     91.66     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b83)
  0.01     91.67     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9bb1)
  0.01     91.68     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9bfd)
