Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.10      9.24     0.01                             rotr64 (blake2-impl.h:155 @ 98c1)
  0.10      9.25     0.01                             rotr64 (blake2-impl.h:155 @ 98ec)
  0.10      9.26     0.01                             rotr64 (blake2-impl.h:155 @ 98f6)
  0.10      9.27     0.01                             rotr64 (blake2-impl.h:155 @ 99d8)
  0.10      9.28     0.01                             rotr64 (blake2-impl.h:155 @ 99ec)
  0.10      9.29     0.01                             rotr64 (blake2-impl.h:155 @ 9a1d)
  0.10      9.30     0.01                             rotr64 (blake2-impl.h:155 @ 9a61)
  0.10      9.31     0.01                             rotr64 (blake2-impl.h:155 @ 9ad9)
  0.10      9.32     0.01                             rotr64 (blake2-impl.h:155 @ 9b0a)
  0.10      9.33     0.01                             rotr64 (blake2-impl.h:155 @ 9b14)
  0.10      9.34     0.01                             rotr64 (blake2-impl.h:155 @ 9c0f)
  0.10      9.35     0.01                             rotr64 (blake2-impl.h:155 @ 9c62)
  0.10      9.36     0.01                             rotr64 (blake2-impl.h:155 @ 9d22)
  0.10      9.37     0.01                             rotr64 (blake2-impl.h:155 @ 9d91)
  0.10      9.38     0.01                             rotr64 (blake2-impl.h:155 @ 9d9c)
  0.10      9.39     0.01                             rotr64 (blake2-impl.h:155 @ 9dc3)
  0.10      9.40     0.01                             rotr64 (blake2-impl.h:155 @ 9e59)
  0.10      9.41     0.01                             rotr64 (blake2-impl.h:155 @ 9e78)
  0.10      9.42     0.01                             rotr64 (blake2-impl.h:155 @ 9eba)
  0.10      9.43     0.01                             rotr64 (blake2-impl.h:155 @ 9ed4)
  0.10      9.44     0.01                             rotr64 (blake2-impl.h:155 @ 9f64)
  0.10      9.45     0.01                             rotr64 (blake2-impl.h:155 @ 9f7f)
  0.10      9.46     0.01                             rotr64 (blake2-impl.h:155 @ 9f99)
  0.10      9.47     0.01                             rotr64 (blake2-impl.h:155 @ 9ff6)
  0.10      9.48     0.01                             rotr64 (blake2-impl.h:155 @ a0f6)
  0.10      9.49     0.01                             rotr64 (blake2-impl.h:155 @ a16f)
  0.10      9.50     0.01                             rotr64 (blake2-impl.h:155 @ a183)
  0.10      9.51     0.01                             rotr64 (blake2-impl.h:155 @ a1a0)
  0.10      9.52     0.01                             rotr64 (blake2-impl.h:155 @ a27d)
  0.10      9.53     0.01                             rotr64 (blake2-impl.h:155 @ a28d)
  0.10      9.54     0.01                             rotr64 (blake2-impl.h:155 @ a2a1)
  0.10      9.55     0.01                             rotr64 (blake2-impl.h:155 @ a2fc)
  0.10      9.56     0.01                             rotr64 (blake2-impl.h:155 @ a31d)
  0.10      9.57     0.01                             rotr64 (blake2-impl.h:155 @ a380)
  0.10      9.58     0.01                             rotr64 (blake2-impl.h:155 @ a3ab)
  0.10      9.59     0.01                             rotr64 (blake2-impl.h:155 @ a3ca)
  0.10      9.60     0.01                             rotr64 (blake2-impl.h:155 @ a416)
  0.10      9.61     0.01                             rotr64 (blake2-impl.h:155 @ a421)
  0.10      9.62     0.01                             rs_calc_weak_sum (checksum.c:45 @ 5a97)
  0.10      9.63     0.01                             rs_job_drive (job.c:166 @ 6cf5)
  0.10      9.64     0.01                             rs_job_iter (job.c:105 @ 6bb5)
  0.10      9.65     0.01                             rs_job_work (job.c:126 @ 6b2b)
  0.10      9.66     0.01                             rs_outfilebuf_drain (buf.c:138 @ 5997)
  0.10      9.67     0.01                             rs_scoop_readahead (scoop.c:179 @ 8777)
  0.10      9.68     0.01                             rs_scoop_readahead (scoop.c:153 @ 87a5)
  0.10      9.69     0.01                             rs_scoop_total_avail (scoop.c:230 @ 898a)
  0.10      9.70     0.01                             rs_sig_s_generate (mksum.c:103 @ 7782)
  0.10      9.71     0.01                             rs_squirt_netint (netint.c:75 @ 79e8)
  0.10      9.72     0.01                             rs_tube_catchup (tube.c:137 @ 89ae)
  0.10      9.73     0.01                             rs_tube_catchup (tube.c:157 @ 89c4)
  0.10      9.74     0.01                             rs_tube_catchup_write (tube.c:69 @ 8a14)
  0.10      9.75     0.01                             rs_tube_catchup_write (tube.c:76 @ 8a3c)
  0.10      9.76     0.01                             rs_tube_copy (tube.c:183 @ 8b94)
  0.05      9.77     0.01  1310721     3.82     3.82  rs_sig_s_generate (mksum.c:94 @ 7750)
  0.05      9.77     0.01  1048576     4.77     4.77  blake2b_final (blake2b-ref.c:249 @ ab30)
  0.05      9.78     0.01  1048576     4.77     4.77  blake2b_init (blake2b-ref.c:99 @ a790)
  0.05      9.78     0.01   262146    19.08    19.08  rs_infilebuf_fill (buf.c:78 @ 5890)
  0.05      9.79     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8e7d)
  0.05      9.79     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8e97)
  0.05      9.80     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8ebc)
  0.05      9.80     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8f5c)
  0.05      9.81     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8f73)
  0.05      9.81     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8f7a)
  0.05      9.82     0.01                             blake2b_compress (blake2b-ref.c:201 @ 9020)
  0.05      9.82     0.01                             blake2b_compress (blake2b-ref.c:201 @ 9034)
  0.05      9.83     0.01                             blake2b_compress (blake2b-ref.c:201 @ 90d3)
  0.05      9.83     0.01                             blake2b_compress (blake2b-ref.c:201 @ 90fb)
  0.05      9.84     0.01                             blake2b_compress (blake2b-ref.c:201 @ 9167)
  0.05      9.84     0.01                             blake2b_compress (blake2b-ref.c:202 @ 91db)
  0.05      9.85     0.01                             blake2b_compress (blake2b-ref.c:202 @ 927e)
  0.05      9.85     0.01                             blake2b_compress (blake2b-ref.c:202 @ 932f)
  0.05      9.86     0.01                             blake2b_compress (blake2b-ref.c:203 @ 9399)
