Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.11      7.84     0.01                             blake2b_increment_counter (blake2b-ref.c:68 @ 9f45)
  0.11      7.85     0.01                             blake2b_increment_counter (blake2b-ref.c:68 @ a279)
  0.11      7.86     0.01                             blake2b_init (blake2b-ref.c:114 @ a09c)
  0.11      7.87     0.01                             blake2b_init_param (blake2b-ref.c:90 @ a054)
  0.11      7.88     0.01                             blake2b_update (blake2b-ref.c:235 @ 9f08)
  0.11      7.89     0.01                             blake2b_update (blake2b-ref.c:246 @ a214)
  0.11      7.90     0.01                             rabinkarp_init (rabinkarp.h:62 @ 5888)
  0.11      7.91     0.01                             rabinkarp_pow (rabinkarp.c:75 @ 80e5)
  0.11      7.92     0.01                             rotr64 (blake2-impl.h:155 @ 88ab)
  0.11      7.93     0.01                             rotr64 (blake2-impl.h:155 @ 8933)
  0.11      7.94     0.01                             rotr64 (blake2-impl.h:155 @ 8957)
  0.11      7.95     0.01                             rotr64 (blake2-impl.h:155 @ 899d)
  0.11      7.96     0.01                             rotr64 (blake2-impl.h:155 @ 89b8)
  0.11      7.97     0.01                             rotr64 (blake2-impl.h:155 @ 8a4e)
  0.11      7.98     0.01                             rotr64 (blake2-impl.h:155 @ 8a7d)
  0.11      7.99     0.01                             rotr64 (blake2-impl.h:155 @ 8b02)
  0.11      8.00     0.01                             rotr64 (blake2-impl.h:155 @ 8b30)
  0.11      8.01     0.01                             rotr64 (blake2-impl.h:155 @ 8b58)
  0.11      8.02     0.01                             rotr64 (blake2-impl.h:155 @ 8c4c)
  0.11      8.03     0.01                             rotr64 (blake2-impl.h:155 @ 8d0d)
  0.11      8.04     0.01                             rotr64 (blake2-impl.h:155 @ 8d17)
  0.11      8.05     0.01                             rotr64 (blake2-impl.h:155 @ 8d21)
  0.11      8.06     0.01                             rotr64 (blake2-impl.h:155 @ 8d78)
  0.11      8.07     0.01                             rotr64 (blake2-impl.h:155 @ 8db4)
  0.11      8.08     0.01                             rotr64 (blake2-impl.h:155 @ 8e00)
  0.11      8.09     0.01                             rotr64 (blake2-impl.h:155 @ 8e39)
  0.11      8.10     0.01                             rotr64 (blake2-impl.h:155 @ 8f47)
  0.11      8.11     0.01                             rotr64 (blake2-impl.h:155 @ 8fb2)
  0.11      8.12     0.01                             rotr64 (blake2-impl.h:155 @ 90b3)
  0.11      8.13     0.01                             rotr64 (blake2-impl.h:155 @ 90e1)
  0.11      8.14     0.01                             rotr64 (blake2-impl.h:155 @ 91d4)
  0.11      8.15     0.01                             rotr64 (blake2-impl.h:155 @ 9282)
  0.11      8.16     0.01                             rotr64 (blake2-impl.h:155 @ 92b3)
  0.11      8.17     0.01                             rotr64 (blake2-impl.h:155 @ 92d1)
  0.11      8.18     0.01                             rotr64 (blake2-impl.h:155 @ 9300)
  0.11      8.19     0.01                             rotr64 (blake2-impl.h:155 @ 93fe)
  0.11      8.20     0.01                             rotr64 (blake2-impl.h:155 @ 9469)
  0.11      8.21     0.01                             rotr64 (blake2-impl.h:155 @ 94dd)
  0.11      8.22     0.01                             rotr64 (blake2-impl.h:155 @ 95b9)
  0.11      8.23     0.01                             rotr64 (blake2-impl.h:155 @ 9691)
  0.11      8.24     0.01                             rotr64 (blake2-impl.h:155 @ 96a5)
  0.11      8.25     0.01                             rotr64 (blake2-impl.h:155 @ 9732)
  0.11      8.26     0.01                             rotr64 (blake2-impl.h:155 @ 977e)
  0.11      8.27     0.01                             rotr64 (blake2-impl.h:155 @ 97be)
  0.11      8.28     0.01                             rotr64 (blake2-impl.h:155 @ 9829)
  0.11      8.29     0.01                             rotr64 (blake2-impl.h:155 @ 9861)
  0.11      8.30     0.01                             rotr64 (blake2-impl.h:155 @ 989d)
  0.11      8.31     0.01                             rotr64 (blake2-impl.h:155 @ 98b8)
  0.11      8.32     0.01                             rotr64 (blake2-impl.h:155 @ 98bf)
  0.11      8.33     0.01                             rotr64 (blake2-impl.h:155 @ 9908)
  0.11      8.34     0.01                             rotr64 (blake2-impl.h:155 @ 9954)
  0.11      8.35     0.01                             rotr64 (blake2-impl.h:155 @ 9a02)
  0.11      8.36     0.01                             rotr64 (blake2-impl.h:155 @ 9a51)
  0.11      8.37     0.01                             rotr64 (blake2-impl.h:155 @ 9a80)
  0.11      8.38     0.01                             rotr64 (blake2-impl.h:155 @ 9af2)
  0.11      8.39     0.01                             rotr64 (blake2-impl.h:155 @ 9aff)
  0.11      8.40     0.01                             rotr64 (blake2-impl.h:155 @ 9b4c)
  0.11      8.41     0.01                             rotr64 (blake2-impl.h:155 @ 9c0d)
  0.11      8.42     0.01                             rotr64 (blake2-impl.h:155 @ 9c17)
  0.11      8.43     0.01                             rotr64 (blake2-impl.h:155 @ 9c59)
  0.11      8.44     0.01                             rotr64 (blake2-impl.h:155 @ 9c67)
  0.11      8.45     0.01                             rotr64 (blake2-impl.h:155 @ 9cf9)
  0.11      8.46     0.01                             rotr64 (blake2-impl.h:155 @ 9d03)
  0.11      8.47     0.01                             rs_calc_weak_sum (checksum.c:34 @ 584e)
  0.11      8.48     0.01                             rs_calc_weak_sum (checksum.c:42 @ 5892)
  0.11      8.49     0.01                             rs_calc_weak_sum (checksum.c:43 @ 58a7)
  0.11      8.50     0.01                             rs_infilebuf_fill (buf.c:103 @ 56d4)
  0.11      8.51     0.01                             rs_infilebuf_fill (buf.c:104 @ 56e9)
  0.11      8.52     0.01                             rs_job_drive (job.c:161 @ 6990)
  0.11      8.53     0.01                             rs_job_work (job.c:126 @ 67eb)
  0.11      8.54     0.01                             rs_outfilebuf_drain (buf.c:138 @ 5777)
  0.11      8.55     0.01                             rs_outfilebuf_drain (buf.c:170 @ 579a)
  0.11      8.56     0.01                             rs_outfilebuf_drain (buf.c:164 @ 57d6)
  0.11      8.57     0.01                             rs_scoop_advance (scoop.c:136 @ 829b)
  0.11      8.58     0.01                             rs_scoop_readahead (scoop.c:153 @ 82b1)
  0.11      8.59     0.01                             rs_scoop_readahead (scoop.c:158 @ 82d0)
  0.11      8.60     0.01                             rs_scoop_readahead (scoop.c:179 @ 8337)
  0.11      8.61     0.01                             rs_sig_do_block (mksum.c:74 @ 73e0)
  0.11      8.62     0.01                             rs_sig_do_block (mksum.c:80 @ 7430)
  0.11      8.63     0.01                             rs_sig_do_block (mksum.c:81 @ 743b)
  0.11      8.64     0.01                             rs_sig_s_generate (mksum.c:100 @ 73a7)
  0.11      8.65     0.01                             rs_signature_calc_strong_sum (sumset.h:133 @ 742b)
  0.11      8.66     0.01                             rs_squirt_netint (netint.c:72 @ 7595)
  0.11      8.67     0.01                             rs_squirt_netint (netint.c:75 @ 7598)
  0.11      8.68     0.01                             rs_tube_copy (tube.c:183 @ 85f4)
  0.11      8.69     0.01                             store64 (blake2-impl.h:112 @ a2d0)
  0.05      8.70     0.01  1048576     4.77     4.77  blake2b_update (blake2b-ref.c:222 @ a200)
  0.05      8.70     0.01                             blake2b_compress (blake2b-ref.c:183 @ 865a)
  0.05      8.71     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8784)
  0.05      8.71     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8840)
  0.05      8.72     0.01                             blake2b_compress (blake2b-ref.c:201 @ 899a)
  0.05      8.72     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8bf9)
  0.05      8.73     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c42)
  0.05      8.73     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8ced)
  0.05      8.74     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d5a)
